r,g,b,RGB,Spanish,EN_ES,Russian,EN_RU,German,EN_DE,French,EN_FR,Chinese,EN_ZH,Italian,EN_IT,Korean,EN_KO,Japanese,EN_JA,name,short_name,med_name,cx,cy
107,90,1,107901,marron,Brown,хаки,Khaki,grün,Green,marron,Brown,棕色,Brown,verde,Green,올리브색,Olive,茶色,Brown,Dark Olive Green,Brown,Brown,367.6615738,319.1268815
111,5,99,111599,VIOLETA,Violet,темно пурпурный,Dark Purple,purpur,Purple,violet foncé,Dark Purple,深紫色,Deep Purple,violet,Violet,보라색,Purple,赤紫色,Magenta,Deep Raspberry,Plumb,Purple Grape,363.304041,233.2287704
112,82,2,112822,marron,Brown,темно коричневый,Dark Brown,braun,Brown,marron caca,Brown Poo,褐色,Brown,marrone,Brown,밝은 고동색,Light brown,暗い茶色,Dark brown,Chestnut Brown,Brown,Golden Brown,370.9263545,314.6038545
113,98,2,113982,oliva,Olive,светло коричневый,Light Brown,grünbraun,Green-Brown,Vert avocat,Avocado Green,軍綠色,Army Green,marroncino,Brownish,갈색,Brown,茶色,Brown,Goldenish Brown,Olive,Golden Brown,352.988443,321.2570314
11,42,22,114222,De color negro,Black Color,зеленый,Green,Dunkelgrün,Dark Green,noir,Black,黑,Black,verde bottiglia scuro,Dark Green Bottle,검정,Black,深緑,Dark green,Dark Green Black,Pine Tree,Pine Tree,299.323698,288.8329535
114,87,3,114873,marron,Brown,коричневый,Brown,braun,Brown,marron clair,Light Brown,褐色,Brown,marrone scuro,Brown,갈색,Brown,茶,Brown,Murky Yellow Brown,Brown,Golden Brown,366.727283,325.2441394
117,0,13,117013,rojo ladrillo,Red Brick,бордовый,Vinous,kirsch,Cherries,rouge,Red,紅色,Red,marrone medio,Medium Brown,갈색,Brown,紅,Crimson,Intense Red-Brown,Red,Brick Red,404.4243892,287.1596172
1,209,67,120967,pistache,Pistachio,салатовый,Green,grün,Green,vert,Green,绿色,Green,verde,Green,녹색,Green,ライムグリーン,Lime green,Electric Green,Green,Electric Green,187.2767948,419.5650705
121,0,81,121081,Violeta,Violet,темно-сиреневый,Dark Purple,dunkellila,Dark Purple,VIOLET,- Purple,紫色,Purple,viola,Violet,자주색,Purple,むらさき,Purple,Purple Passion,Burgundy,Dark Fushsia,375.4945203,240.1382636
1,215,39,121539,VERDE MANZANA,Green Apple,Зелёный,Green,grün,Green,vert,Green,綠色,Green,verde acceso,Green,녹색,Green,みどり,Green,Watermelon Green,Green,Green,194.8538493,418.638309
12,18,84,121884,azul oscuro 02,Dark Blue 02,синий,Blue,blau,Blue,bleu foncé,Dark Blue,蓝色,Blue,blu notte,Midnight Blue,진청색,Dark blue,濃紺,Dark blue,Very Dark Blue,Blue,Blue,277.3596018,254.00043
1,226,37,122637,verde brillante,Bright Green,светло-зеленый,Light Green,grün,Green,vert,Green,军绿色,Army Green,verde mela,Green,초록색,Green,緑,Green,Flourescent Green,Lime,Bright Green,207.6694608,437.018593
1,240,22,124022,verde limon,Lime Green,ярко-салатовый,Bright Green,wiesen grün,Designated Green,vert,Green,绿色,Green,verde brillante,Green,밝은녹색,Bright green,緑,Green,It Green Alright,Green,Yellow Green,179.0305619,462.8243223
124,4,27,124427,marron,Brown,темно-малиновый,Dark Crimson,dunkel rot,Dark Red,rouge foncé,Dark Red,深紅色,Scarlet,rosso,Red,빨강색,Red,紅,Crimson,Dark Brick Red,Brick,Red Is Brown,404.1805127,280.6999135
12,45,18,124518,verde,Green,зеленый бархат,Green Velvet,grün,Green,vert tres foncé,Very Dark Green,黑色,Black,verde scuro,Dark Green,어두운 녹색,Dark green,深緑色,Dark green,Rainforest Green,Black,Black,311.6213788,291.462703
124,94,7,124947,marron,Brown,какао,Cacao,Braun,Brown,marron,Brown,褐色,Brown,marrone,Brown,황토,Ocher,明るいこげ茶色,Dark brown bright,Yellowish Brown,Brown,Bronze Yellow,386.0799356,326.5615835
1,26,221,126221,azul rey,Royal Blue,синий,Blue,königsblau,Royal Blue,bleu,Blue,蓝色,Blue,azzurro,Blue,파란색,Blue,青,Blue,Parsed Royal Blue,Blue,Bright Blue,210.0558966,143.5337405
127,5,42,127542,rojo sangre,Red Blood,Красный,Red,rubin,Ruby,bordeau,Burgundy,真红,True Red,rosso,Maroon,다홍색,Crimson,赤紫,Purplish red,Dark Raspberry,Red,Red Is Brown,395.8805403,261.2533566
129,89,7,129897,Marrón,Brown,коричневый,Brown,dunkel-ocker,Dark-Ocher,marron,Brown,啡色,Brown,marrone,Brown,갈색,Brown,茶,Brown,Chocolate Brown,Brown,Hot Chocolate,392.8185414,327.1736128
130,82,1,130821,cafe,Coffee,коричневый,Brown,braun,Brown,marron,Brown,棕色,Brown,marrone,Brown,갈색,Brown,茶色,Brown,Light Wood Brown,Brown,Brown-Yellow,399.861661,328.2885425
13,9,168,139168,azul,Blue,синий,Blue,blau,Blue,bleu foncé,Dark Blue,蓝,Blue,blu,Blue,짙은 파랑,Dark blue,群青,Ultramarine,Bright Light Blue,Blue,Twilight Blue,259.3062867,191.0826564
14,11,63,141163,azul marino,Navy Blue,темно-синий,Dark Blue,Dunkelblau,Dark Blue,bleu marine,Navy Blue,深藍色,Navy Blue,indaco scuro,Blue,짙은청색,Dark blue,濃い青,Dark Blue,Dark Blue Slate,Blue,Blue,301.3414953,261.4384294
14,135,6,141356,verde,Green,зеленый,Green,grün,Green,vert,Green,深绿,Dark Green,verde,Green,녹색,Green,緑,Green,Dark Forest Green,Green,Lawn Green,272.5575742,356.6881538
14,34,27,143427,negro,Black,темно-зеленый,Dark Green,schwarz,Black,noir,Black,黑色,Black,verde,Green,검은색,Black,黒,Black,Phatalogen Green,Black,Black,302.2520815,276.4615427
14,55,12,145512,verde oscuro sandia,Dark Green Watermelon,зеленый,Green,dunkelgrün,Dark Green,vert,Green,密绿色,Dense Green,verde scuro,Green,진한녹색,Dark green,緑,Green,Midnight Green,Forest Green,Forest Green,298.5966713,297.0280984
14,6,101,146101,azul,Blue,Синий,Blue,blau,Blue,bleu nuit foncé,Dark Blue Night,蓝色,Blue,blu,Blue,파란색,Blue,青,Blue,Goodnight Blue,Blue,Midnight Blue,287.797686,230.8484809
147,4,77,147477,morado,Purple,красный,Red,rot,Red,violet,Violet,法國葡萄酒,French Wines,rosa,Pink,아주 진한 분홍색,Very dark pink,赤紫,Purplish red,Dark Red-Purple,Plum,Purple Grapes,405.726527,247.1998192
14,77,74,147774,verde oscuro,Dark Green,мягкий черно-морской,Soft Black-And-Sea,dunkelgrün,Dark Green,vert foncé,Dark Green:,藍綠色,Blue-Green,verde oscuro,Green,어둔 청록색,Dark blue-green,深緑,Dark green,Dark Forrest Green,Navy,Dark Green,267.6088705,283.3305666
15,119,2,151192,verde,Green,Зелёный,Green,dunkelgrün,Dark Green,vert,Green,綠色,Green,verde scuro,Dark Green,진녹색,Dark green,暗い緑,Dark green,Light Olive Green,Green,Another Green,279.0393259,355.8968335
153,9,89,153989,violeta rojo,Violet Red,красно коричневый,Reddish Brown,lila,Purple,violet,Violet,中等紅寶石,Medium Ruby,fuoco,Purple,빨간색,Red,むらさき,Purple,Dark Purply Rose,Pink,Purple Grapes,406.1845909,237.2476312
15,53,34,155334,verde oscuro,Dark Green,темно зеленый,Dark Green,dunkelgrün,Dark Green,vert,Green,綠色,Green,verde,Green,어두운녹색,Dark green,深緑,Dark green,Hunters Coat Green,Green,Green,281.3837319,288.2823209
155,5,79,155579,fucsia,Fuchsia,мягкий бордо,Soft Burgundy,dunkelrosa,Dark Pink,fuchsia,Fuchsia,暗紫色,Dark Purple,rsso,Red Pink,빨간색,Red,赤紫,Purplish red,Dark Pinkish Purple,Red,Almost Red,416.5829766,245.0181804
15,59,91,155991,Azul Oscuro,Dark Blue,синий,Blue,dunkelblau,Dark Blue,bleu,Blue,藍色,Blue,blu notte,Midnight Blue,파랑,Blue,ダークスチールブルー,Dark Blue Steel,Teal In My Eye,Blue,Midnight Blue,257.9659279,258.8636008
156,7,43,156743,rojo vino,Red Wine,красный,Red,weinrot,Burgundy,rouge,Red,红色,Red,rosso scuro,Dark Red,적갈색,Maroon,赤,Red,Dark Reddish Pink,Red,Kiss Me Red,437.5564051,269.4104825
156,98,8,156988,marron,Brown,коричневый,Brown,braun,Brown,MARRON,Brown,浅咖啡色,Light Brown,marrone,Brown,밤색,Brown,茶,Brown,Sandalwoodbrown,Brown,Light Brown,407.9340307,336.1987135
0,158,101,158101,Verde,Green,Зеленый,Green,Grün,Green,vert,Green,綠色,Green,verde,Green,초록색,Green, 暗緑色,Dark green,Rich Matte Green,Jade,Medium Green,194.3721091,317.3051356
15,89,80,158980,verde esmeralda oscuro,Dark Emerald Green,матово-зелёный,Matt Green,grün,Green,bleu-vert,Blue-Green,綠色,Green,verde scuro,Dark Green,초록색,Green,スレートグリーン,Green slate,Intesive Green,Green,Putty Green,248.8431774,288.1634219
15,95,91,159591,verde oscuro,Dark Green,зеленовато-синий,Greenish-Blue,blaugrün,Blue-Green,vert,Green,绿色,Green,verde,Green,짙은 초록색,Dark green,緑,Green,Midnight Green,Dark Green,Putty Green,239.5807425,283.5882219
16,116,2,161162,verde oscuro,Dark Green,темно-зеленый,Dark Green,grasgrün,Grass Green,vert,Green,綠色,Green,viola,Green,짙은 녹색,Dark green,緑色,Green,Freshly Cut Green,Green,Forest Green,289.0622687,345.8434528
161,9,63,161963,rojo,Red,бордо,Wine,beere,Berry,rouge foncé,Dark Red,明亮的栗色,Bright Maroon,rosso scuro,Dark Red,빨간색,Red,朱,Vermilion,Darkened Blush,Red,Kiss Me Red,430.5468785,267.3478417
162,42,8,162428,marron,Brown,красный,Red,rotbraun,Maroon,rouge,Red,褐色,Brown,rosso mattone,Brick Red,갈색,Brown,茶色交じりの赤,Red mixed with brown,Terra Cotta Brown,Red,Pumpkin Spice,444.0347999,301.9907758
162,8,92,162892,fucsia oscuro,Dark Pink,вишнёвый,Cherry,passionsrot,Passionsrot,violet,Violet,暗紫,Dark Purple,melanzana,Purple,짙은보라색,Deep purple,深ピンク,Deep pink,Luscious Magenta,Plum,Darkest Pink,413.3349606,236.9464726
163,92,6,163926,MARRÓN,Brown,охра,Ocher,braun,Brown,marron,Brown,亮褐色,Bright Brown,marrone,Brown,갈색,Brown,茶色,Brown,Caramel Woods Brown,Brown,Burnt Orange,419.5521296,328.7065554
164,72,1,164721,greda,Clay,умбра жжёная,Burnt Umber,braun,Brown,marron,Brown,棕色,Brown,marrone,Brown,갈색,Brown,ブラッディオレンジ,Bloody Orange,Tree Trunk Brown,Brown,Burnt Orange,400.4105564,338.510352
0,166,212,166212,azul claro,Blue,голубой,Blue,hellblau,Light Blue,bleu,Blue,蓝色,Blue,blu,Blue,푸른,Blue,水色,Light blue,Deep Turquoise,Blue,Aqua,146.6456686,240.5204595
166,48,6,166486,rojo marron,Red Brown,кирпичный,Brick,rot,Red,rouge,Red,褐,Brown,marone,Brown,갈색,Brown,茶色,Brown,Dark Burnt Orange,Red,Burnt Orange,450.4294209,304.5062335
166,6,76,166676,Rosa oscuro,Dark Pink,темно розовый,Dark Pink,lilarot,Lilac Red,rose foncé,Dark Pink,法國葡萄酒,French Wines,magenta,Magenta,빨강,Red,赤紫,Purplish red,Bright Burgundy,Red,Dark Fushia,421.0476748,249.0843355
16,71,28,167128,verde oscuro,Dark Green,темно-зеленый,Dark Green,grün,Green,vert bouteille,Bottle Green,暗綠色,Dark Green,verde scuro,Dark Green,짙은녹색,Dark green,深みどり,Deep green,Oak Leaf Green,Green,Dark Green,281.449618,307.9083697
170,13,3,170133,Vino tinto,Red Wine,красный,Red,rot,Red,rouge,Red,红色,Red,rosso sangue,Red Blood,짙은빨강,Dark red,赤,Red,Fire Engine Red,Red,Fire Brick,447.2064567,295.6882833
0,171,246,171246,azul,Blue,голубой,Azure,blau,Blue,bleu,Blue,淡蓝色,Light Blue,azzuro,Aquamarine,파랑,Blue,ディープスカイブルー,Deep Blue Sky,Bright Sky Blue,Blue,Bird Egg Blue,114.2798491,192.0512321
17,194,7,171947,verde pasto,Green Grass,насыщенный зеленый,Rich Green,grasgrün,Grass Green,vert pomme foncé,Dark Green Apple,绿色,Green,sadsda,Earth Green,녹색,Green,緑,Green,Dark Bright Green,Lime,Scream Green,257.1966094,413.8451081
17,69,48,176948,Verde Monte Intenso,Intense Monte Verde,темно-зеленый,Dark Green,tannengrün,Tannengrün,vert,Green,深綠色,Dark Green,verde,Green,녹색,Green,暗緑色,Dark green,Underwater Green,Dark Green,Dark Green,281.9109224,301.3336197
18,1,127,181127,azul obscuro,Dark Blue,темно-синий,Dark Blue,ultra blau,Ultra Blue,bleu,Blue,深蓝色,Navy Blue,blu,Blue,청색,Blue,藍,Indigo,Dark Blue Night,Blue,Royal  Blue,278.3315694,199.5789862
18,71,54,187154,VERDE OSCURO,Dark Green,темно-зеленый,Dark Green,Dunkelgrün,Dark Green,vert,Green,绿色,Green,tyyg,Color Green,짙은녹색,Dark green,濃い緑,Dark green,Kelly Green/Dk Green,Dark Green,Dark Green,267.362274,296.0201909
18,85,43,188543,Verde oscuro,Dark Green,тёмно- зелёный,Dark Green,grün,Green,vert,Green,绿色,Green,verde,Green,녹색,Green,緑,Green,Mossy Oak Camo Green,Green,Spruce Green,271.1216305,310.6662159
188,70,6,188706,marron,Brown,коричневый,Brown,rotorange,Orange,rouge,Red,暗橙色,Dark Orange,Rosso mattone,Brick Red,주황,Orange,赤茶,Red-brown,Dark Dark Orange,Red,Rusty Orange,458.9626391,325.5106663
18,95,83,189583,Verde,Green,темно-зеленный,Dark Green,blaugrün,Blue-Green,vert bouteille foncé,Dark Green Bottle,军绿色,Army Green,verde scuro,Dark Green,청록색,Turquoise,濁ったアクアマリン,Aquamarine cloudy,Aged Green-Blue,Green,Dark Green,239.6625293,299.503047
19,12,22,191222,Negro,Black,черный,Black,schwarz,Black,noir,Black,黑色,Black,nero,Black,검정,Black,オフブラック,Off black,Midnight Black,Black,Black,311.6263376,297.9149434
0,194,186,194186,celeste,Celestial,матовый голубой,Matte Blue,bleu,Bleu,Bleu turquoise,Turquoise,淡藍色,Light Blue,celeste,Heavenly,민트,Mint,水色,Light blue,Blue Hints Of Green,Teal,Turquoise,153.5593812,274.1483442
196,0,80,196080,rojo,Red,светло красный,Red Light,Rot,Red,rouge,Red,粉色,Pink,rosso,Red,분홍색,Pink,赤紫,Purplish red,Seductive Pink,Red,Deep Magenta,457.4647357,241.1324797
196,76,2,196762,rojo pardo,Red Brown,оранжевый,Orange,orange,Orange,orange,Orange,橙色,Orange,daa,Iron Color,갈색,Brown,ダークオレンジ,Dark orange,Chestnut Brown,Rust,Burnt Orange,462.0997216,319.4466197
198,56,2,198562,rojo,Red,ярко коричневый,Bright Brown,dunkelorange,Dark Orange,orange foncé,Dark Orange,橙色,Orange,rosso,Red,주황,Orange,オレンジ,Orange,Lightest Brown,Rust,Red Orange,475.5309472,313.8177881
201,25,0,201250,rojo oscuro,Dark Red,темно красный,Dark Red,leuchtend rot,Bright Red,rouge,Red,红色,Red,Rosso fuoco,Orange-Red,빨간색,Red,赤,Red,Reddish Orange,Red,Blood Orange,485.6128502,298.7482524
20,13,77,201377,AZUL MARINO,Navy,блю,Blue,Dunkelblau,Dark Blue,bleu,Blue,藍色,Blue,blu scuro,Dark Blue,청색,Blue,青い,Blue,Black And Blue,Navy,Royal Blue,297.3565059,256.5024326
201,4,66,201466,rojo,Red,красный,Red,himbeere,Raspberry,rouge,Red,红色,Red,rosso,Red,짙은 빨강색,Dark red,壊れた赤,Broken red,Red-Ing Rainbow,Red,Blood Orange,461.8891234,254.3038677
204,4,70,204470,fucsia,Fuchsia,темно-красный,Dark-Red,beere,Berry,rouge,Red,紅色,Red,rosso,Red,진분홍,Hot pink,赤,Red,Bright Magenta,Red,Pink Passion,466.4476891,250.571913
204,6,87,204687,Rosa Rojizo,Reddish Pink,розовый неон,Pink Neon,rose,Rose,rose pourpre,Purple Rose,粉红色,Pink,rosso,Red,분홍색,Pink,バラ色,Rose color,Fruit Punch Red,Red,Pink Passion,465.8228975,235.1013455
20,53,26,205326,verde eclipse,Eclipse Green,зеленый,Green,olivgrau,Olive Gray,vert foncé,Dark Green,墨绿色,Dark Green,verde nero,Green Black,진한 초록색,Dark green,緑,Green,Dark Forest Green,Mashed Olives,Mashed Olives,301.1282851,305.4046834
206,88,1,206881,naranja oscuro,Dark Orange,Оранжевый,Orange,orange,Orange,orange clair,Light Orange,橙,Orange,arancione,Orange,갈색,Brown,橙色,Orange color,Halloween Orange,Orange,Rustic Orange,467.3853811,328.7910011
208,65,9,208659,color naranja oscuro,Dark Orange,Оранжевый,Orange,orange,Orange,orange,Orange,土橙色,Soil Orange,rosso sangue,Red Blood,갈색,Brown,赤,Red,Halloween Orange,Red,Sunset Orange,476.9537615,334.6659596
209,89,1,209891,mostaza fuerte,Strong Mustard,Оранжевый,Orange,dunkelorange,Dark Orange,orange,Orange,陽橙,Yang Orange,arancio,Yang Orange,어두운 주황색,Dark orange,オレンジ,Orange,Pumpkin Orange,Orange,Rustic Orange,470.5420163,336.2826127
209,95,9,209959,naranja marron,Orange Brown,оранжевый,Orange,dunkel orange,Dark Orange,orange,Orange,橙,Orange,arancia,Orange,늙은호박색,Old amber,赤茶,Red-brown,Pumpkin Orange,Rust,Sunset Orange,466.9524033,352.9964635
210,14,7,210147,rojo,Red,красный,Red,rot,Red,rouge,Red,正红色,Is Red,amore,Red,빨강,Red,センシュアルレッド,Sensual Red,Strawberry Red,Red,Bright Rust,493.6548183,287.5069112
2,112,36,211236,verde,Green,ярко-зеленый,Bright Green,grün,Green,vert presque bouteille clair,Almost Clear Green Bottle,绿色,Green,verde scuro,Dark Green,초록색,Green,緑,Green,Shade Tree Green,Green,Forest Green,261.5212184,319.0384258
21,20,79,212079,azul obscuro,Dark Blue,ночное небо,The Night Sky,dunkelblau,Dark Blue,bleu,Blue,深藍色,Navy Blue,blu,Blue,감색,Navy,藍,Indigo,The Real Navy Blue,Blue,Deep Navy,283.4229206,251.5491855
212,57,5,212575,naranja oscuro,Dark Orange,рыжий,Red,rotorange,Orange,rouge,Red,红色,Red,orange,Orange,빨강,Red,赤,Red,Roasted Orange,Red,Burnt Orange,484.2702958,324.4078797
21,3,186,213186,AZUL FRANCIA,Blue France,синий,Blue,Blau,Blue,bleu,Blue,蓝,Blue,blu,Blue,파랑,Blue,青,Blue,Bright Dark Blue,Blue,Dodger Blue,247.5517674,159.9137747
21,33,47,213347,gris nocturno,Gray Night,космос,Space,schwarz,Black,bleu presque noir,Blue Almost Black,黑色,Black,nero,Black,검은색,Black,黒,Black,Nightshade Black,Black,Black,290.9386024,277.6944992
2,136,77,213677,verde,Green,зеленый,Green,Grün,Green,vert foncé fond,Dark Green Background,綠色,Green,verde,Green,녹색,Green,緑,Green,Dark Jade Green,Green,Forrest Green,219.1673488,324.5495637
2,163,49,216349,verde,Green,зеленый,Green,wald grün,Forest Green,vert,Green,绿,Green,verde,Green,녹색,Green,緑,Green,Grasshopper Green,Green,Grass Green,232.5900867,354.313238
21,68,73,216873,verde monte,Green Mount,мышьяковый,Arsenic,Ozeanblau,Ocean Blue,bleu marine,Navy Blue,绿色,Green,verde scuro,Dark Green,진군청색,Jean Ultramarine,深グリーン,Deep Green,Deep Dark Teal,Green,Green,276.3893174,276.1450136
217,7,53,217753,Rojo,Red,красный,Red,rot,Red,rouge,Red,红色,Red,rosso,Red,빨강색,Red,赤,Red,Red Delicious Apple,Red,Merry Fuschia,483.3017998,257.0949439
0,218,103,218103,Verde,Green,зеленый,Green,kühles grün,Cool Green,vert pastel foncé,Dark Pastel Green,绿色,Green,vernigitite,Pale Green,연두색,Green,緑,Green,Medium Light Green,Green,Lime Green,165.3587912,397.8848184
2,182,42,218242,verde,Green,зеленый,Green,grün,Green,vert,Green,绿色,Green,rosa,Green,초록색,Green,緑,Green,Leprechaun Green,Green,Valley Green,218.796918,382.2457151
2,196,88,219688,verde,Green,зелёный,Green,grün,Green,VERT,"<Condition Percentage = ""0000""> Green </Condition>",綠,Green,verde,Green,녹색,Green,ターコイズグリーン,Turquoise green,Whatever Green,Green,Dark Green,187.2778974,383.0793519
220,2,55,220255,rojo,Red,клубничный,Strawberry,kaminrot,Carmine Red,rouge,Red,红色,Red,rosso,Red,빨간색,Red,赤,Red,Bright Dark Pink,Red,Merry Fuschia,492.8446298,242.3412077
222,24,4,222244,rojo,Red,красный,Red,Knallrot,Scarlet,rouge,Red,红,Red,rosso,Red,적색,Red,明るい赤色,Bright red,Crimson Scarlet,Red,Orangish Red,502.4995685,295.3564437
22,226,1,222261,verde,Green,зеленый,Green,leuchtend grün,Bright Green,vert,Green,绿色,Green,verde,Green,초록색,Green,緑,Green,Green Light Bright,Lime,Bright Green,239.9180226,462.929714
